longitude,latitude,depth,magnitude,min_station_distance,nodal_plane_1_dip,nodal_plane_1_strike,nodal_plane_2_dip,nodal_plane_2_rake,nodal_plane_2_strike,n_axis_length,n_axis_plunge,p_axis_azimuth,p_axis_plunge,t_axis_azimuth,t_axis_length,t_axis_plunge,percent_double_couple,scalar_moment,tensor_mpp,tensor_mrp,tensor_mrr,tensor_mrt,tensor_mtt,mmi_class
-0.8587890589980848,0.2173946469834982,-0.1384008642134014,1.2590677574841538,-0.6211664047502469,0.7649931757342467,-0.1879529873889546,-3.275980054973578,1.0093077258317322,1.0759722152380782,0.0717474451049176,-2.1434711776110227,0.4822390820846662,-0.5860942324508772,-1.5687767334876526,-0.0598604069044955,3.288087158306168,-0.1317005813926718,-0.0582419836076257,-0.053887589356407,-0.0191177722175975,-0.0037593403057308,-0.0208431502193975,0.0552548816335683,2
-1.586410899031801,1.4530264659808816,2.957342569031748,0.2786472638633784,0.1829394154914069,-0.3228042718619983,-0.1430280304070095,0.7189012907491242,-0.1315080564033235,-1.4793733574207348,-0.0090909539874818,-0.4420638769379043,1.6394025345111574,0.2356164858336386,-0.8909183013047776,-0.0662072743082915,0.81370166103412,-0.0168440261916188,-0.0658908836116848,-0.0507026347731528,-0.004675213620198,-0.0311743810602074,-0.0349175951882733,0.0597914463624917,0
-0.4514247626770939,1.7053522673156678,1.2979803133859833,0.866899560035845,2.000125637299682,-0.8667029956601209,-0.1879529873889546,-1.5317360871228205,-0.5878343692973458,1.2179358581635678,-0.0192681526449692,-1.309889289190986,-0.2223410347015072,1.967753358399747,0.6117494633959998,-0.062810555913208,-0.5429276031856476,-0.045558164991882,-0.0626870639891201,-0.048151993162682,0.0251755578238204,-0.0458147454286823,-0.0280055917715992,0.0613596465403853,0
-0.8917446664760766,0.6399498166829003,-0.7764885026855934,0.808074330418598,-0.5661409152264111,-0.5947536337610596,0.6206962382860575,0.7751672251959228,-1.2247898477119186,1.132757672408274,-0.0476760513366005,0.1105196835580209,0.3271760215621024,0.2735932279727555,-0.8854296565455543,-0.0627603168572413,-0.2740209794822781,-0.1388791160927376,-0.0631128238178898,-0.0472936521991959,-0.0155757971721979,-0.0375773823463638,-0.0288749953346146,0.0581693782471877,0
0.049063093830067,0.9178703882966238,-0.567035247370043,0.866899560035845,1.5379115252994613,-0.5947536337610596,1.5641203349069048,0.7751672251959228,-0.1790420473297841,0.3093685434404342,-0.0091736954399817,0.0702719219488188,0.3502252401876479,0.2566803300201022,1.2472869870712424,-0.062428180876128,-0.1287638451865325,-0.009665491491553,-0.0621412417357514,-0.0484537614641637,0.0084773203817191,-0.034789707744046,-0.0191230591106126,0.0585502728046228,1
0.4259331983608121,0.5810335530219551,-0.4627646137369025,0.866899560035845,3.378208452707748,0.2210944519361241,-0.1879529873889546,-0.3501514637400496,-0.0649604691062785,-1.5834800288994273,-0.0410843156207754,-0.5105896616219068,-1.2423075744752727,0.7745771111916844,0.8945659303594347,-0.0615769079833585,0.2055343354150997,-0.0958079078923427,-0.0618235380891206,-0.0464133281144099,0.0439666675383614,-0.0382644225688736,-0.0406464789433349,0.0574789440494096,1
-0.7467262588733882,0.4450915184272326,0.1212117338119689,1.8473200536566203,-0.6651867963693154,0.4930438138351855,0.7105461522499477,1.2252947007703117,-1.4149258114177612,-0.5329490712508042,0.0552818960574381,1.0648061197877523,0.2797389104072196,-0.6926057464503534,1.0718340298959976,-0.0441579108562298,-0.8514310115404553,-0.047951009891904,-0.0429349480283847,-0.0297101528575618,-0.0027314771391436,-0.0248724779207829,-0.0161730582971008,0.0369036029560893,2
-0.5903580173929597,0.249750299977624,1.0134400420139145,-0.5056891310332408,-0.2356211414865707,0.2210944519361241,1.3844205069791244,1.2252947007703117,0.3438318528612831,-1.5266945717292313,-0.0098135626726476,0.5342639224830069,0.2139207768041168,-0.1319630508710211,-0.9805193465572136,-0.0672134509569583,-0.5670682016611329,-0.0790579935921892,-0.0669027327839194,-0.0512765940856399,0.0039293001435998,-0.0318563307774415,-0.0312476961399837,0.0605611749681369,0
-1.0369681920527445,0.7675212506799663,-0.3893495757707118,0.6708154613116889,-0.0042695277552432,0.2210944519361241,0.7554711092318928,0.156241946281138,-1.3578850223060084,1.2841855581954629,-0.0201507281383014,0.9270572840973555,0.2227852007952518,-0.6577201344853508,1.0094817289009643,-0.0637957996218888,-0.5221470451831959,-0.0575223894919917,-0.0636826585561782,-0.0478152517136776,0.0107566123933902,-0.0330539522388868,-0.0294052824899135,0.0574176391206403,2
-0.3846930348016064,-0.311724879984461,-0.3647258984404366,0.082563165139224,-0.6431766005597812,-1.1386523575591825,-0.9516772560820216,0.0437100773875407,1.3990864514287096,0.91508008658919,-0.0040713058691547,0.8673635394969896,1.6978579616434046,-0.8364757765541234,0.9039225570552756,-0.0665915100511481,-0.2983683496791807,-0.0647009241920575,-0.0661864218876204,-0.0506300904728628,0.0069101517739124,-0.0309106003322904,-0.0320273073821648,0.0596437115341462,1
